addr,name,subsystem,conf,size,ninsn,callers,purpose
0x0205bd9e,task_switch_trigger,RTOS,med,116,31,0,"per-CPU context switch: swap current TCB, trigger SWI"
0x0205be12,os_idle_task,RTOS,med,1536,485,0,"idle loop: wfi, tickless sleep timing, low-power entry"
0x0205c412,os_task_count_query,RTOS,low,54,17,0,return scheduler task/idle counter state code
0x0205c448,sched_stat_add,RTOS,low,12,3,0,add value to scheduler time accumulator
0x0205c454,taskq_recv_block,RTOS,low,10,4,0,"receive task queue message, wait forever"
0x0205c45e,taskq_obj_del_wrap,RTOS,low,8,3,0,call queue/object delete helper
0x0205c466,taskq_recv_try,RTOS,low,10,4,0,"receive task queue message, non-blocking"
0x0205c470,os_task_del_req,RTOS,low,276,93,0,"request task deletion: set TCB flag, await resource release"
0x0205c584,taskq_obj_del_wrap2,RTOS,low,52,21,0,"queue/object delete wrapper, trailing bytes misdecoded"
0x0205c5b8,os_tick_update,RTOS,low,88,29,0,"update OS tick from hardware timer, accumulate remainder"
0x0205c610,os_tick_get_half,RTOS,low,8,4,0,return tick counter divided by two
0x0205c618,task_info_get_current,RTOS,low,1172,539,0,find static task info entry for current task name
0x0205caac,audio_dac_cfg_pack,AUDIO_OUT,low,22,6,0,pack parameters into DAC config halfword
0x0205cac2,audio_state_set_guarded,AUDIO_OUT,low,124,43,0,"set audio state byte, call hardware func on change"
0x0205cb3e,dac_vol_clamp_l,AUDIO_OUT,low,10,4,0,"clamp volume index to 11, set channel flag"
0x0205cb48,dac_vol_clamp_r,AUDIO_OUT,low,10,4,0,"clamp volume index to 11, set channel flag (copy)"
0x0205cb52,dac_state_flag_get,AUDIO_OUT,low,12,3,0,read DAC state flag byte
0x0205cb5e,dac_trim_save,AUDIO_OUT,med,62,20,0,"compute DAC trim value, write 6 bytes to VM 110"
0x0205cb9c,dac_trim_get,AUDIO_OUT,low,12,3,0,read DAC trim halfword
0x0205cba8,dac_trim_adjust,AUDIO_OUT,low,20,7,0,add delta to DAC trim halfword when idle
0x0205cbbc,audio_dac_sr_calc,AUDIO_OUT,low,178,50,0,compute DAC clock/sample-rate trim via double math
0x0205cc6e,chip_hw_init,SYS,med,4572,1386,0,"one-time chip bring-up: xtal detect, RF/baseband, MAC, audio analog trims"
0x0205de4a,audio_dac_power_down,AUDIO_OUT,med,74,26,0,"disable DAC analog block, gate audio clock off"
0x0205de94,dac_state_flag_clear,AUDIO_OUT,low,56,19,0,clear DAC busy/mute flag byte
0x0205decc,ipc_handler_register,RTOS,low,38,9,0,"store callback, register handler on cross-core channel"
0x0205def2,ipc_call_sync,RTOS,low,100,30,0,"post cross-core request with 80-byte payload, wait response"
0x0205df56,ipc_cmd_send,RTOS,low,194,61,0,"build argv, wait peer core ready, post cross-core command"
0x0205e018,bt_taskq_post_by_dev,BT,low,30,13,0,lookup device-table object then post msg 0x400002 to bt taskq
0x0205e036,os_taskq_post_type_retry,RTOS,med,198,64,0,"post msg 0x400001 with args to fixed taskq, retry while full"
0x0205e0fc,bt_hook_call_op2,BT,low,20,8,0,invoke registered hook function pointer with op 2
0x0205e110,os_taskq_post_msg_retry,RTOS,med,186,59,0,"post caller msg id to taskq, max 15 args, retry on full"
0x0205e1ca,bt_dev_ops_method24_call,BT,low,26,11,0,dispatch op via method at +24 of global bt device object
0x0205e1e4,bt_hci_cmd_msg_send,BT,low,68,23,0,"pack args into [cmd,len,...] msg, send via device op 4"
0x0205e228,bt_msg_post_type1,BT,low,32,12,0,"build fixed 12-byte msg id 1, post via stub"
0x0205e248,remquol,MATHLIB,high,18,7,0,libm long-double remquo wrapper
0x0205e25a,ldbl_thunk_6cf9a,MATHLIB,low,10,3,0,thunk to long-double helper at 0x206cf9a
0x0205e264,ldbl_ram_op_store,MATHLIB,low,28,8,0,"call RAM-resident long-double op, store byte result"
0x0205e280,remquol,MATHLIB,high,18,7,0,libm long-double remquo wrapper
0x0205e292,ldbl_thunk_6d066,MATHLIB,low,10,3,0,thunk to long-double helper at 0x206d066
0x0205e29c,ldbl_ram_op,MATHLIB,low,24,6,0,call RAM-resident long-double op with state block
0x0205e2b4,remquol,MATHLIB,high,18,7,0,libm long-double remquo wrapper
0x0205e2c6,ldbl_thunk_8202c,MATHLIB,low,10,3,0,thunk to RAM long-double helper at 0x208202c
0x0205e2d0,ldbl_thunk_args4,MATHLIB,low,30,13,0,forward 4 stack args to RAM long-double helper
0x0205e2ee,fmal,MATHLIB,high,22,9,0,libm long-double fused multiply-add wrapper
0x0205e304,bt_hci_send_op2,BT,low,14,6,0,call device method@+24 with op 2 and two args
0x0205e312,bt_state_pair_set12,BT,low,14,5,0,write two config bytes (12) in bt state struct
0x0205e320,bt_stack_dev_init,BT,med,90,27,0,"init msg list, register ops vtable 0x205e5e0, run stack inits"
0x0205e37a,btctrler_task_main,BT,med,538,169,0,"task loop: pend msgs, dispatch 0x400002+ switch, run work list"
0x0205e594,bt_dev_msg_post,BT,low,112,48,0,"find device table entry by 6-byte addr, post msg 0x400002"
0x0205e604,bt_ll_dma_init,BT,med,282,83,0,"alloc link-layer state, register two IRQs, program 0x28000/0x2fc80 SFRs"
0x0205e71e,bt_node_pool_alloc,BT,low,24,10,0,alloc and zero 8-byte node from pool at struct+24
0x0205e736,bt_chan_field_set,BT,low,34,11,0,"insert 5-bit field into channel flags, set shadow halfwords"
0x0205e758,bt_ll_tx_submit,BT,low,308,106,0,"spinlocked: build DMA descriptor, submit TX packet to channel"
0x0205e88c,bt_dma_ptr_to_off,BT,med,38,10,0,"convert DMA buffer pointer to u16 offset, panic if out"
0x0205e8b2,bt_ll_desc_fill,BT,med,176,75,0,fill halfword DMA channel descriptor fields from format bits
0x0205e962,bt_ll_channel_set,BT,med,264,97,0,"free/alloc channel node, submit packet, fill descriptor, run callback"
0x0205ea6a,bt_ll_channel_update,BT,low,338,115,0,"spinlocked channel state machine, updates both directions via 0x5e962"
0x0205ebbc,bt_field_max_update,BT,low,12,4,0,store halfword at struct+346 if new value larger
0x0205ebc8,bt_dma_desc_index,BT,med,22,8,0,convert pointer to 28-byte DMA descriptor index
0x0205ebde,bt_ll_dma_cmd_send,BT,med,114,40,0,"spinlocked: issue channel/len command to SFR 0x2801c, poll ack"
0x0205ec50,bt_ll_dma_cmd_send_addr,BT,med,116,40,0,spinlocked: write DMA addr 0x28020 then command to 0x2801c
0x0205ecc4,bt_ll_config_push,BT,low,40,15,0,"mark dirty flag, push masked config value via DMA command"
0x0205ecec,bt_ll_config_push_if_dirty,BT,low,146,50,0,spinlocked: push config via 0x5ecc4 when dirty flag set
0x0205ed7e,bt_ll_tx_enqueue,BT,low,134,45,0,"alloc 27-byte node, fill fields, memcpy payload, link and kick channel"
0x0205ee04,bt_dev_addr_set_a,BT,low,68,27,0,store 6-byte device address slot A plus three packed u16s
0x0205ee48,bt_dev_addr_set_b,BT,low,62,24,0,store 6-byte device address slot B plus three packed u16s
0x0205ee86,bt_ll_reg_push_seq,BT,low,32,12,0,"send value via DMA cmd 5, record sequence in channel struct"
0x0205eea6,ble_ll_link_param_store,BT,med,20,6,0,store 32-bit value and param into link struct fields
0x0205eeba,ble_ll_set_host_chan_class,BT,med,188,64,0,build used-channel remap tables from 5-byte channel map
0x0205ef76,ble_ll_prog_anchor_instant,BT,med,66,26,0,program 32-bit anchor instant into HW link fields
0x0205efb8,ble_ll_read_native_clock,BT,med,22,8,0,"read controller native clock, return value minus 3750us"
0x0205efce,ble_ll_align_anchor,BT,med,100,36,0,"align target time to native clock, program instant"
0x0205f032,ble_ll_read_anchor_instant,BT,med,32,13,0,read back 32-bit anchor instant from HW fields
0x0205f052,ble_ll_next_event_calc,BT,med,194,63,0,compute link next event time against native clock
0x0205f114,ble_ll_set_state_field,BT,med,36,15,0,set link state byte and packed HW field 2
0x0205f138,ble_ll_hw_field4_set,BT,low,22,8,0,write 0x8004 to HW link field 4 when idle
0x0205f14e,ble_ll_store_slot_time,BT,med,30,9,0,store time as 625us slots plus remainder in struct
0x0205f16c,ble_ll_hw_field8_clear,BT,low,12,5,0,clear HW link field 8
0x0205f178,ble_ll_set_link_interval,BT,med,50,19,0,"store interval and program HW slot fields 1,15"
0x0205f1aa,ble_ll_ioctl_dispatch,BT,med,1444,529,0,24-command BLE link-layer ioctl with varargs
0x0205f74e,ble_ll_hw_clear_fields,BT,med,26,11,0,zero HW link register fields 0 through 16
0x0205f768,ble_ll_link_entry_alloc,BT,med,68,25,0,"allocate link map entry, clear 28B and HW fields"
0x0205f7ac,ble_ll_conn_struct_alloc,BT,med,88,28,0,"allocate and zero 616B connection struct, mark used"
0x0205f804,ble_ll_link_map_set,BT,med,26,9,0,store element offset with valid flag into link map
0x0205f81e,ble_ll_hw_field14_clear,BT,low,12,5,0,clear HW link field 14
0x0205f82a,ble_ll_hw_link_enable,BT,med,206,74,0,set or clear per-link bits in baseband registers
0x0205f8f8,ble_ll_hw_link_stop,BT,med,30,11,0,"clear instant, wait HW idle, disable link slot"
0x0205f916,ble_ll_link_reset,BT,med,18,7,0,clear link state byte then stop HW link
0x0205f928,ble_ll_conn_create,BT,high,366,129,0,create BLE link with adv defaults AA 0x8E89BED6 CRC 0x555555
0x0205fa96,ble_ll_set_event_handler,BT,med,10,3,0,store event callback interface pointers into context
0x0205faa0,ble_ll_set_phy,BT,low,64,24,0,set PHY mode bits 3-4 of link flags by index
0x0205fae0,ble_ll_set_adv_chan_map,BT,med,92,35,0,encode advertising channel enable map to HW field
0x0205fb3c,ble_ll_buf_alloc,BT,med,36,10,0,"allocate link buffer, assert 4-byte alignment"
0x0205fb60,ble_ll_buf_bind,BT,low,24,9,0,validate buffer offset and store into descriptor
0x0205fb78,ble_ll_tx_pdu_build,BT,med,156,61,0,fill TX descriptor header bits and copy payload
0x0205fc14,ble_ll_link_flag_clear,BT,low,8,4,0,clear bit 4 of link flags halfword
0x0205fc1c,ble_ll_register_event_cb,BT,med,36,10,0,register link event callback into OS callback list
0x0205fc40,ble_ll_hw_link_start,BT,med,14,5,0,enable link slot bits in baseband registers
0x0205fc4e,ble_ll_link_start_at_instant,BT,med,18,8,0,start HW link then program anchor instant
0x0205fc60,ble_ll_hw_slot_scan,BT,low,50,18,0,scan 8 baseband slots for active or free link
0x0205fc92,ble_ll_link_deactivate,BT,low,26,10,0,mark link state and stop HW when transitioning
0x0205fcac,ble_ll_link_activate,BT,low,24,10,0,mark link state and start HW when transitioning
0x0205fcc4,ble_ll_program_event_timing,BT,low,36,13,0,program slot interval and offset timings for link
0x0205fce8,ble_ll_pdu_field_clamp,BT,low,32,11,0,"read halfword at offset 22, clamp result to 0..8"
0x0205fd08,ble_ll_conn_update_apply,BT,med,124,43,0,"apply connection update window, fire event callback"
0x0205fd84,ble_ll_scheduler_run,BT,med,646,203,0,locked scan of 8 link slots scheduling anchor points
0x0206000a,ble_ll_adv_start,BT,med,408,143,0,"allocate adv buffers, build PDUs, schedule advertising"
0x020601a2,usb_ep_buf_free,USB,low,22,7,0,free endpoint buffer at +20 and null pointer
0x020601b8,usb_dev_flag_clear,USB,low,14,5,0,clear flag byte at device struct offset 612
0x020601c6,usb_iso_sof_schedule,USB,med,444,153,0,"collect ISO eps, sort by deadline, schedule next frame"
0x02060382,usb_iso_ep_advance,USB,low,262,91,0,"pick next ISO endpoint by frame gap, notify"
0x02060488,usb_ep_close,USB,med,652,211,0,"teardown endpoint: free buffers, clear enable/irq bits"
0x02060714,usb_ep_window_set,USB,low,40,15,0,store min/max/count halfword triple into device struct
0x0206073c,usb_ep_mode_flag_set,USB,low,28,9,0,set bit3 of endpoint flags when mode 1 or 3
0x02060758,usb_ep_flag_update,USB,low,26,11,0,set/clear bit8 of h[6] from byte 488 state
0x02060772,usb_sie_write_reg6,USB,low,14,5,0,write SIE register 6 with value OR 0x2100
0x02060780,usb_ep_desc_fill,USB,low,68,25,0,"fill endpoint record: type bits, size 12, addr copy"
0x020607c4,usb_ep_configure,USB,med,184,76,0,"configure endpoint from descriptor, alloc bufs and URBs"
0x0206087c,usb_ep_open,USB,low,106,43,0,configure ep then set state flags and notify stack
0x020608e6,usb_ep_desc_fill_alt,USB,low,92,37,0,"fill endpoint record variant: type 5, size 34"
0x02060942,usb_ep_configure_iso,USB,low,276,103,0,"configure streaming endpoint, alloc URBs, arm transfer"
0x02060a56,usb_device_shutdown,USB,med,96,31,0,"close all 8 eps, free stack, disable controller"
0x02060ab6,usb_ep_tx_submit,USB,med,128,43,0,"build TX buffer, queue on endpoint list, kick transfer"
0x02060b36,usb_ctrl_data_stage,USB,low,268,95,0,"encode sequenced packet, send via low-level xfer, verify"
0x02060c42,usb_urb_dispatch,USB,low,62,22,0,"pop queued URB, process, run completion callback"
0x02060c80,usb_timer_read_fixed_ms,USB,low,30,9,0,convert 24MHz timer ticks to fixed-point milliseconds
0x02060c9e,usb_ep_record_append,USB,low,36,12,0,append byte data to endpoint record for marked types
0x02060cc2,usb_dev_sie_isr,USB,high,1146,380,0,"USB device interrupt handler: per-ep dispatch, SOF timing"
0x0206113c,usb_ep_fifo_setup,USB,low,100,39,0,"alloc endpoint buffer, program fifo, clear stall bits"
0x020611a0,usb_ep_param_check,USB,low,44,16,0,"read 2-byte value, store modulo flag at offset 458"
0x020611cc,usb_iso_ep_service,USB,med,1372,446,0,ISO/audio streaming data handler plus EP8/9 ISR tail
0x02061728,usb_frame_reg3_read,USB,low,20,7,0,read frame-timing register 3 minus two
0x0206173c,usb_frame_reg5_read,USB,low,12,5,0,read frame-timing register 5 low halfword
0x02061748,usb_frame_reg9_read,USB,low,14,5,0,"read register 9, extract 9-bit field at bit 7"
0x02061756,usb_sof_count_check,USB,low,44,17,0,gate register-9 read behind flags at 342/343
0x02061782,usb_iso_timer_program,USB,med,1070,374,0,frame counters plus SOF/ISO timer register programming
0x02061bb0,dev_service_init,STORAGE_FS,low,282,89,0,"alloc device object and 512-byte buffer, register task"
0x02061cca,dev_node_find_by_id,STORAGE_FS,low,44,15,0,"walk service list, return node matching halfword id"
0x02061cf6,flag_test_and_set,RTOS,low,22,8,0,"atomically set bit0 of node field, return previous"
0x02061d0c,dev_msg_post,STORAGE_FS,low,94,33,0,build message with string payload and post to service
0x02061d6a,dev_msg_post_ex,STORAGE_FS,low,98,35,0,variant message post with optional payload copy
0x02061dcc,dev_msg_post_fn,STORAGE_FS,low,46,16,0,post fixed five-byte message carrying code pointer
0x02061dfa,hw_crypto_block_op,SECURITY,low,138,53,0,"run 16-byte block through HW crypto engine, post result"
0x02061e84,node_list_free,RTOS,low,22,7,0,"free linked list at struct offset 332, null it"
0x02061e9a,dev_event_post,STORAGE_FS,low,166,54,0,"alloc event message id 62 with payload, enqueue, signal"
0x02061f40,dev_event_report,STORAGE_FS,low,82,30,0,"select format by switch, forward event to dev_event_post"
0x02061f92,msg_node_enqueue,RTOS,low,136,44,0,alloc 16-byte node and append to queue in critical section
0x0206201a,bt_work_item_enqueue,BT,med,136,44,0,"alloc 16B work node, link callback+arg into link list under lock"
0x020620a2,ble_link_proc_report,BT,med,62,21,0,"post procedure result report, code selected by step type"
0x020620e0,ble_link_event_report,BT,med,102,34,0,"post link event report, param chosen by type, guarded by enable"
0x02062146,ble_link_event_report2,BT,med,74,24,0,post link event report variant with type-chosen param
0x02062190,ble_link_state_set_disconnect,BT,med,64,21,0,"mark link state 8, signal manager, log transition"
0x020621d0,ble_link_proc_step_dispatch,BT,med,390,133,0,execute current procedure step handler from link script table
0x02062356,ble_link_proc_event_match,BT,med,158,55,0,"match event code against expected step, advance procedure"
0x020623f4,ble_link_proc_engine,BT,med,960,293,0,"decode procedure opcode, compute backoff/timing, build response PDUs"
0x020627b4,ble_link_proc_queue,BT,med,42,16,0,"queue procedure script into link slot, trigger engine"
0x020627de,ble_link_timeout_restart,BT,med,64,18,0,"(re)arm 40s per-link timeout timer, freeing old one"
0x0206281e,ble_link_cmd_dispatch,BT,med,634,202,0,"dispatch BLE command by opcode: copy params, enqueue procedures"
0x02062a98,ble_adv_mgr_get,BT,med,40,12,0,lazily allocate 40-byte advertising manager singleton
0x02062ac0,ble_adv_config_store,BT,med,36,14,0,store 15-byte advertising config block if uninitialized
0x02062ae4,ble_adv_data_set1,BT,med,66,25,0,"set length-prefixed advertising data string 1, notify 21"
0x02062b26,ble_adv_data_set2,BT,med,66,25,0,"set length-prefixed advertising data string 2, notify 22"
0x02062b68,ble_adv_record_post,BT,med,102,35,0,"assemble advertising record from stored config, post to link"
0x02062bce,ble_addr_record_fill,BT,low,40,17,0,fill record with 6-byte address template selected by type
0x02062bf6,ble_adv_record_build_post,BT,med,26,11,0,"build type-templated address record, post via property 2"
0x02062c10,ble_adv_start,BT,med,328,105,0,"configure advertising params, arm 1280ms timer, start advertising"
0x02062d58,ble_adv_init,BT,med,82,29,0,"create advertising link instance, register callback, start advertising"
0x02062daa,ble_adv_deinit,BT,med,68,23,0,"stop advertising: teardown link, free timer and manager"
0x02062dee,ble_initiator_mgr_get,BT,med,40,12,0,lazily allocate 32-byte connection-initiator manager singleton
0x02062e16,ble_connect_start,BT,med,174,63,0,"create link, copy peer address/params, initiate connection"
0x02062ec4,ble_connect_stop,BT,med,72,24,0,"teardown initiator link, free node list and context"
0x02062f0c,ble_bond_find_by_addr,BT,high,52,18,0,find bond-list node by 6-byte address plus type
0x02062f40,ble_addr_bit_diversity,BT,med,64,24,0,count bits differing from first bit over N bits
0x02062f80,ble_random_addr_generate,BT,high,580,203,0,generate spec-compliant random static address via RAND64
0x020631c4,ble_directed_init,BT,med,90,32,0,"init directed-connection manager, copy 25-byte params, start"
0x0206321e,ble_directed_deinit,BT,med,52,18,0,teardown directed-connection link and free manager
0x02063252,ble_link_timer_free,BT,med,22,7,0,"delete per-link timer at offset 336, clear pointer"
0x02063268,ble_link_free,BT,high,454,142,0,"full link teardown under lock: free lists, clear slot"
0x0206342e,ble_link_release,BT,med,84,26,0,"clear session if current, run callback, full teardown"
0x02063482,ble_module_deinit,BT,high,134,40,0,"stop all roles, release every link, free controller state"
0x02063508,ble_link_data_send,BT,med,280,91,0,"fragment payload into PDUs, enqueue on link tx queue"
0x02063620,ble_link_init,BT,med,230,76,0,"allocate controller slot, set default conn params, register link"
0x02063706,ble_link_timer_create,BT,med,50,14,0,create per-link timer (callback 0x2064014) at offset 336
0x02063738,ble_link_addr_report,BT,med,160,55,0,"hex-format link address, enqueue report event 1"
0x020637d8,ble_link_event_handler,BT,med,142,47,0,"on connect init link and timer, on disconnect clean up"
0x02063866,ble_conn_timing_compute,BT,med,58,19,0,compute link timing from interval/latency table into +22
0x020638a0,ble_link_create,BT,med,176,65,0,"construct 416-byte link object, init lists, register callback"
0x02063950,ble_rx_pkt_complete,BT,med,96,37,0,unlink completed RX packet and signal stack semaphore
0x020639b0,ble_work_node_register,BT,med,218,70,0,register deferred work/callback node under per-CPU lock
0x02063a8a,ble_link_state_machine,BT,med,2212,728,0,"main BLE connection state machine: timers, callbacks, app notify"
0x0206432e,ble_subscribe_register,BT,med,424,149,0,"handle subscribe command: refcount subscriber node, ack"
0x020644d6,ble_conn_handle_get,BT,med,10,3,0,return stored 16-bit connection handle global
0x020644e0,l2cap_tx_header_submit,BT,med,66,27,0,"marshal TX header fields, submit to ACL data channel"
0x02064522,ble_seq16_cmp,BT,low,30,11,0,compare 16-bit sequence values with wraparound
0x02064540,ble_ring_slot_pending,BT,med,20,8,0,test ring slot occupancy by read cursor
0x02064554,ble_status_report,BT,med,76,26,0,timestamp and emit formatted status event 65
0x020645a0,ble_devinfo_response,BT,med,92,29,0,"unpack 32-bit id, emit device-info response event"
0x020645fc,ble_gatt_cmd_dispatch,BT,med,1210,360,0,GATT/ATT command-byte jump-table dispatcher with acks
0x02064ab6,ble_cmd_access_check,BT,med,272,91,0,"command permission check by link state, sets gate flag"
0x02064bc6,ble_gatt_cmd_dispatch_ex,BT,med,562,206,0,secondary GATT cmd dispatcher plus AES key reinit
0x02064df8,ble_peer_record_store,BT,med,34,13,0,"cache 7-byte peer record, init registry if absent"
0x02064e1a,ble_aes128_crypt_record,BT,med,54,22,0,AES-128 transform of 3-byte record via 16B block
0x02064e50,ble_static_addr_from_uid,BT,med,96,39,0,"build static address from chip UID regs, marshal"
0x02064eb0,ble_set_local_addr,BT,high,14,5,0,store 6-byte local BT address into global
0x02064ebe,ble_stack_event_dispatch,BT,high,574,201,0,top-level BLE event router via type jump table
0x020650fc,l2cap_acl_data_send,BT,med,42,14,0,"parse handle and 12-bit length, enqueue ACL TX"
0x02065126,ble_features_init,BT,med,24,5,0,init LE feature/event mask constants in control block
0x0206513e,ble_dcb_hword_get,BT,low,12,3,0,return 16-bit field at BLE control block +66
0x0206514a,ble_dcb_byte_get,BT,low,12,3,0,return byte field at BLE control block +64
0x02065156,ble_get_own_addr,BT,med,50,18,0,"copy own address selected by mode bit, return mode"
0x02065188,ble_get_local_addr,BT,high,14,5,0,copy 6-byte local BT address to caller buffer
0x02065196,hci_le_conn_update,BT,med,50,19,0,"send HCI LE Connection Update 0x2013, seven params"
0x020651c8,ble_buffer_free,BT,low,12,4,0,free container given member pointer at +16
0x020651d4,hci_le_set_adv_enable,BT,high,24,7,0,send HCI LE Set Advertise Enable 0x200A
0x020651ec,hci_le_set_adv_params,BT,med,94,30,0,send HCI LE Set Advertising Parameters 0x2006
0x0206524a,hci_le_set_adv_data,BT,med,80,28,0,"send HCI LE Set Advertising Data 0x2008, 32B"
0x0206529a,hci_le_set_scan_rsp_data,BT,med,130,53,0,"send HCI LE Set Scan Response Data 0x2009, 32B"
0x0206531c,hci_le_set_scan_enable,BT,high,34,12,0,send HCI LE Set Scan Enable 0x200C
0x0206533e,ble_peer_addr_cache,BT,low,64,19,0,"pack 7-byte peer record with mode byte, cache"
0x0206537e,hci_disconnect,BT,high,34,12,0,"send HCI Disconnect 0x0406: handle, reason"
0x020653a0,hci_le_create_connection,BT,med,192,71,0,"build 25B param block, send LE Create Connection"
0x02065460,hci_le_create_connection_raw,BT,med,36,11,0,send LE Create Connection from 25-byte descriptor
0x02065484,setlinebuf,MEMLIB,high,22,6,0,libc stub: set line buffering on stream
0x0206549a,hci_vendor_cmd_f883,BT,low,34,11,0,send JieLi vendor HCI command 0xF883
0x020654bc,hci_vendor_cmd_f884,BT,low,34,11,0,send JieLi vendor HCI command 0xF884
0x020654de,hci_le_add_resolving_list,BT,med,116,49,0,send LE Add Device To Resolving List with IRKs
0x02065552,setlinebuf,MEMLIB,high,22,6,0,libc stub: set line buffering on stream
0x02065568,bt_bd_addr_save,BT,med,14,5,0,copy 6-byte bd_addr to global slot 0x1c09c66
0x02065576,bt_evt_post_201a,BT,med,24,7,0,post 2-arg event msg 0x201a via taskq poster
0x0206558e,bt_evt_rec_post_2018,BT,med,56,21,0,"fill 16-byte event record, post msg 0x2018"
0x020655c6,bt_evt_data_post_201a,BT,med,76,31,0,"copy 16-byte payload, post 6-arg msg 0x201a"
0x02065612,bt_bd_addr_save_2,BT,med,34,14,0,duplicate 6-byte bd_addr copy to 0x1c09c66
0x02065634,bt_state_flag_clr_bit2,BT,med,18,5,0,clear bit2 of bt state halfword at 0x1c09b9c+146
0x02065646,bredr_handle_by_addr,BT,med,64,23,0,lookup link/connection handle by 6-byte bd_addr
0x02065686,bredr_link_find_by_handle,BT,high,38,12,0,scan 2-link table at 0x1c0c480 for handle/id match
0x020656ac,bredr_any_link_buf_pending,BT,med,34,11,0,return 1 if any link has buffer at +228
0x020656ce,bredr_link_tx_ready_len,BT,low,40,15,0,"if link idle in state 2, return queued pkt len<<1"
0x020656f6,bredr_link_op_cancel_by_id,BT,low,154,52,0,"cancel pending link op, post event, mark link states"
0x02065790,bt_addr_evt_post_405,BT,med,68,24,0,"pack 6 addr bytes into msg 0x405, post taskq"
0x020657d4,bt_clk_diff_wrap27,BT,med,32,12,0,wrapped 27-bit bt-clock difference with window check
0x020657f4,bredr_link_deactivate,BT,med,232,73,0,"stop link scheduler, free pending frag, fix link globals"
0x020658dc,bt_cmd14_link_report,BT,low,34,13,0,"send dev cmd 0x14 with link id, state, arg"
0x020658fe,bredr_link_tx_complete,BT,low,88,33,0,"tx completion: release frag, queue flow-ctrl pkt, report"
0x02065956,bredr_link_tx_abort,BT,low,48,18,0,"mark current frag done, deactivate sched, report state"
0x02065986,bredr_link_tx_kick,BT,low,58,18,0,flag stalled frag 0x80 and queue ctrl pkt
0x020659c0,bredr_frag_set_tx_clk,BT,med,42,16,0,stamp frag +32 with next bt-clock tx time
0x020659ea,bredr_txq_unlink_free,BT,med,136,45,0,"unlink tx queue node, free container via lm/pool"
0x02065a72,bredr_link_tx_window_bytes,BT,low,244,87,0,sum matching queued payload bytes across link tx lists
0x02065b66,bredr_txq_ack_upto_seq,BT,low,144,46,0,"free acked tx frags on list, return last seq seen"
0x02065bf6,bredr_link_tx_flush_seq,BT,low,292,97,0,"flush link tx queues up to seq, update slot counter"
0x02065d1a,bredr_link_tx_dequeue,BT,med,368,129,0,"detach next tx frag, mark in-flight, return payload ptr/len"
0x02065e8a,bredr_link_destroy_seq,BT,low,24,6,0,"link destroy, op-complete(254), follow-up sequence"
0x02065ea2,bredr_link_sched_op8,BT,low,112,38,0,pass link sched byte +8 to hw layer fn
0x02065f12,bredr_link_tx_inflight_count,BT,med,154,56,0,"count in-flight (flag 0x8, unacked) tx frags on link"
0x02065fac,bredr_tx_frag_arm,BT,med,246,80,0,"mark frag pending, program 27-bit deadline, feed hw"
0x020660a2,bredr_sched_advance_slot,BT,med,192,68,0,"advance link schedule by interval, correct drift, re-arm"
0x02066162,bredr_link_sched_tick,BT,med,372,122,0,"scheduler tick: service tx, sync dual links, arm next wake"
0x020662d6,bredr_tx_slot_prepare,BT,low,248,81,0,"feed next tx payload to baseband, arm slot timer"
0x020663ce,bt_sched_flag_set,BT,med,22,8,0,set/clear bit0 of sched struct byte at +22
0x020663e4,bredr_link_flow_ctrl_send,BT,low,64,23,0,"clear sched flag, queue flow-ctrl pkt on link"
0x02066424,bredr_active_link_count,BT,high,140,47,0,count table links with handle and sched attached
0x020664b0,bt_link_mode_bit2,BT,med,6,2,0,extract bit2 of link mode byte
0x020664b6,bredr_link_txbuf_init,BT,med,88,29,0,"alloc+init 40B tx sched buffer, register link active"
0x0206650e,bredr_clk_slots_to_event,BT,med,76,28,0,wrap-safe slots until next scheduled event on link
0x0206655a,bredr_sched_phase_align,BT,med,100,37,0,compute wrap-safe phase delta between two links' schedules
0x020665be,bredr_link_sched_setup,BT,med,294,95,0,"configure periodic link schedule: interval<=800, phase, sync"
0x020666e4,setlinebuf,MEMLIB,high,16,6,0,KNOWN_LIB setlinebuf
0x020666f4,link_dma_obj_close,BT,med,182,63,0,release DMA channel and free session DMA object
0x020667aa,link_trace_u16,BT,low,22,7,0,tagged debug log with u16 argument
0x020667c0,link_seq_counter_next,BT,med,24,9,0,rolling packet sequence index 0..10
0x020667d8,link_dma_obj_alloc,BT,med,62,24,0,"alloc zeroed 32B DMA descriptor, channel unassigned"
0x02066816,link_pktbuf_hdr_set,BT,low,62,22,0,store 3-byte header into packet buffer object
0x02066854,trng_fifo_read,PERIPH,med,70,27,0,read N bytes from hardware FIFO register 0x13B00
0x0206689a,trng_fifo_read16,PERIPH,med,8,4,0,read 16 random bytes from hardware FIFO
0x020668a2,byte_buf_reverse,MEMLIB,med,36,15,0,in-place reverse of byte buffer halves
0x020668c6,link_clock_dma_sync,BT,low,216,75,0,"release DMA channel, compute stream position from clock"
0x0206699e,setlinebuf,MEMLIB,high,20,6,0,libc setlinebuf (KNOWN_LIB match)
0x020669b2,link_session_open_pkt,BT,low,164,54,0,"init session state, schedule timestamped start packet"
0x02066a56,link_state_notify,BT,low,82,28,0,"set session state bytes, notify peer, delay"
0x02066aa8,link_trace_state,BT,low,34,11,0,tagged debug log of session state byte
